time,mean_auc,se_auc,fold_1,fold_2,fold_3,fold_4,fold_5
-0.1,0.599054820415879,0.02996319164907373,0.552536231884058,0.5434782608695652,0.6666666666666667,0.6938405797101449,0.5387523629489603
-0.0998,0.6001260239445495,0.02960038453965526,0.5579710144927537,0.5452898550724637,0.6684782608695652,0.6920289855072463,0.5368620037807184
-0.0996,0.5994013862633901,0.029901048237805126,0.5561594202898551,0.5434782608695652,0.6666666666666666,0.6938405797101449,0.5368620037807184
-0.0994,0.5979206049149338,0.03090830696786673,0.5579710144927537,0.536231884057971,0.6666666666666666,0.6956521739130435,0.5330812854442344
-0.0992,0.596817895400126,0.031052672981478412,0.5579710144927537,0.5344202898550724,0.6648550724637682,0.6956521739130435,0.5311909262759924
-0.099,0.6022999369880278,0.031511273973394864,0.5670289855072463,0.536231884057971,0.6630434782608695,0.7083333333333334,0.5368620037807184
-0.0988,0.6037964713295526,0.03230183706394227,0.5670289855072463,0.5307971014492754,0.6666666666666666,0.7119565217391304,0.5425330812854442
-0.0986,0.6048676748582231,0.03236588503044018,0.5742753623188406,0.5307971014492753,0.6630434782608696,0.7155797101449275,0.5406427221172023
-0.0984,0.6052299936988027,0.033668071307010515,0.5778985507246376,0.5235507246376812,0.6630434782608696,0.7210144927536232,0.5406427221172022
-0.0982,0.6078134845620667,0.0331409235286874,0.5797101449275361,0.5253623188405796,0.6684782608695652,0.7192028985507246,0.5463137996219282
-0.098,0.6077662255828609,0.0340826873959584,0.5778985507246377,0.5271739130434783,0.6702898550724639,0.7228260869565217,0.5406427221172023
-0.0978,0.6070258349086327,0.03451813584130134,0.5706521739130435,0.5289855072463768,0.6757246376811594,0.7210144927536232,0.5387523629489603
-0.0976,0.6055450535601764,0.035368356785313165,0.568840579710145,0.5253623188405797,0.6775362318840581,0.7210144927536232,0.5349716446124764
-0.0974,0.6051984877126653,0.0354622274570521,0.5670289855072463,0.5235507246376812,0.677536231884058,0.7210144927536232,0.5368620037807184
-0.0972,0.6052299936988028,0.03526396783021228,0.5615942028985508,0.5253623188405797,0.677536231884058,0.7210144927536232,0.5406427221172023
-0.097,0.6051512287334593,0.03540025977551983,0.5742753623188406,0.5235507246376812,0.677536231884058,0.7192028985507247,0.5311909262759924
-0.0968,0.604820415879017,0.03543925891004103,0.5778985507246377,0.5163043478260869,0.677536231884058,0.717391304347826,0.5349716446124764
-0.0966,0.6055608065532452,0.0361236115447466,0.5815217391304348,0.5108695652173914,0.6793478260869565,0.7192028985507246,0.5368620037807184
-0.0964,0.6062696912413359,0.03626297534522112,0.5833333333333334,0.5126811594202899,0.6793478260869565,0.7210144927536232,0.5349716446124764
-0.0962,0.607356647763075,0.035963507010469256,0.5833333333333334,0.5163043478260869,0.6829710144927537,0.7192028985507246,0.5349716446124764
-0.096,0.6070100819155639,0.03577422248906866,0.5833333333333334,0.5144927536231885,0.6829710144927537,0.7173913043478262,0.5368620037807184
-0.0958,0.6058916194076873,0.0365568330166354,0.5869565217391304,0.5090579710144928,0.6829710144927535,0.717391304347826,0.5330812854442344
-0.0956,0.6055293005671079,0.03705917918944665,0.5815217391304348,0.5090579710144928,0.6847826086956521,0.7192028985507246,0.5330812854442344
-0.0954,0.6058916194076875,0.037282197046843775,0.5815217391304348,0.5090579710144928,0.6847826086956522,0.7210144927536232,0.5330812854442344
-0.0952,0.6076874606175173,0.037117444158521876,0.5905797101449275,0.5108695652173912,0.6829710144927537,0.7228260869565217,0.5311909262759924
-0.095,0.609499054820416,0.0373247642723079,0.5996376811594203,0.5090579710144927,0.6847826086956522,0.7228260869565218,0.5311909262759924
-0.0948,0.6087429111531191,0.03823841444181836,0.6014492753623188,0.5054347826086957,0.6847826086956521,0.7246376811594203,0.5274102079395084
-0.0946,0.6065689981096407,0.0383944943780237,0.5960144927536231,0.5018115942028986,0.6865942028985507,0.7210144927536232,0.5274102079395084
-0.0944,0.6058601134215501,0.03891931164685613,0.5978260869565217,0.4945652173913043,0.6902173913043478,0.717391304347826,0.5293005671077505
-0.0942,0.6065847511027095,0.03911355184649117,0.5996376811594203,0.4945652173913044,0.6902173913043478,0.7192028985507247,0.5293005671077505
-0.094,0.6076717076244487,0.0394647030824452,0.6014492753623188,0.4945652173913043,0.6920289855072463,0.7210144927536232,0.5293005671077504
-0.0938,0.6069628229363578,0.03902255818717427,0.5996376811594203,0.4945652173913044,0.6884057971014493,0.7210144927536232,0.5311909262759924
-0.0936,0.6059231253938249,0.03904073142516708,0.5996376811594203,0.4873188405797102,0.6884057971014492,0.717391304347826,0.5368620037807184
-0.0934,0.6063169502205419,0.038907586624135855,0.5996376811594203,0.48550724637681164,0.6920289855072463,0.7137681159420289,0.5406427221172023
-0.0932,0.604127284183995,0.03983009022482673,0.5996376811594202,0.4782608695652174,0.6884057971014492,0.7155797101449276,0.5387523629489603
-0.093,0.6026937618147448,0.03940334293153668,0.5905797101449275,0.48007246376811596,0.6865942028985508,0.7155797101449275,0.5406427221172023
-0.0928,0.6005040957781979,0.0391847461860767,0.5851449275362319,0.48007246376811596,0.6865942028985507,0.7119565217391305,0.5387523629489603
-0.0926,0.5986925015752993,0.03974157648214782,0.576086956521739,0.4782608695652174,0.6884057971014492,0.7119565217391305,0.5387523629489603
-0.0924,0.5957309388783869,0.040305870470902214,0.572463768115942,0.47644927536231885,0.6884057971014492,0.7101449275362319,0.5311909262759924
-0.0922,0.5960775047258979,0.039589289392677876,0.572463768115942,0.48188405797101447,0.6884057971014492,0.7083333333333334,0.5293005671077504
-0.092,0.5945967233774418,0.0402323424534438,0.572463768115942,0.4782608695652174,0.6902173913043478,0.7065217391304348,0.5255198487712666
-0.0918,0.5968336483931947,0.039862951917295705,0.5742753623188405,0.4782608695652174,0.6920289855072463,0.7065217391304348,0.5330812854442344
-0.0916,0.5961090107120354,0.0400879126940854,0.5760869565217391,0.4746376811594203,0.6902173913043478,0.7065217391304348,0.5330812854442344
-0.0914,0.5960775047258979,0.03993265609251298,0.576086956521739,0.4782608695652174,0.6884057971014493,0.7083333333333333,0.5293005671077505
-0.0912,0.593887838689351,0.03955953270892824,0.572463768115942,0.47826086956521735,0.6865942028985508,0.7047101449275363,0.5274102079395085
-0.091,0.5910050409577818,0.03945272626576569,0.5688405797101449,0.47282608695652173,0.681159420289855,0.7028985507246376,0.5293005671077504
-0.0908,0.5917296786389412,0.03965229941008753,0.5670289855072463,0.4746376811594203,0.6829710144927535,0.7047101449275363,0.5293005671077504
-0.0906,0.5902488972904851,0.040053163778461416,0.5597826086956521,0.47644927536231885,0.6847826086956521,0.7047101449275363,0.5255198487712665
-0.0904,0.5865942028985507,0.03991563251367317,0.5543478260869564,0.4746376811594203,0.681159420289855,0.7010869565217391,0.5217391304347826
-0.0902,0.5870195337114051,0.037797503224097764,0.556159420289855,0.4782608695652174,0.677536231884058,0.6938405797101449,0.5293005671077504
-0.09,0.583790170132325,0.038515262032458336,0.5489130434782609,0.4692028985507246,0.6757246376811594,0.6920289855072465,0.5330812854442344
-0.0898,0.5820258349086326,0.037910366443139186,0.5434782608695652,0.46739130434782605,0.6721014492753623,0.6884057971014493,0.5387523629489602
-0.0896,0.5798519218651543,0.0371445248117699,0.5380434782608695,0.4692028985507246,0.6702898550724637,0.6829710144927537,0.5387523629489603
-0.0894,0.580166981726528,0.03711104537417046,0.5398550724637681,0.47282608695652173,0.6702898550724637,0.6847826086956522,0.5330812854442344
-0.0892,0.579080025204789,0.037359092406248635,0.5344202898550725,0.47282608695652173,0.6702898550724637,0.6847826086956522,0.5330812854442344
-0.089,0.5794265910523,0.03637505342709445,0.536231884057971,0.4782608695652174,0.6684782608695652,0.6829710144927535,0.5311909262759924
-0.0888,0.5765280403276623,0.035779570322581083,0.5326086956521738,0.47644927536231885,0.6648550724637681,0.677536231884058,0.5311909262759924
-0.0886,0.5728890989287965,0.035061545351960405,0.5344202898550725,0.47101449275362317,0.6594202898550725,0.6702898550724637,0.5293005671077504
-0.0884,0.5714555765595464,0.03484199843071052,0.5344202898550725,0.46739130434782605,0.6557971014492753,0.6684782608695653,0.5311909262759924
-0.0882,0.5710775047258979,0.0341248853749133,0.5344202898550725,0.47101449275362317,0.6539855072463768,0.6666666666666666,0.5293005671077504
-0.088,0.5703528670447385,0.03451530319159203,0.5344202898550724,0.46739130434782605,0.657608695652174,0.6630434782608695,0.5293005671077504
-0.0878,0.5699905482041588,0.034321680501483806,0.5344202898550725,0.46739130434782605,0.657608695652174,0.6612318840579711,0.5293005671077504
-0.0876,0.5685255198487712,0.03397473985147814,0.5307971014492754,0.4692028985507246,0.6557971014492754,0.6594202898550725,0.5274102079395084
-0.0874,0.5674228103339635,0.03397842094654433,0.5289855072463768,0.4692028985507246,0.6521739130434783,0.661231884057971,0.5255198487712666
-0.0872,0.5666666666666667,0.03477279450914488,0.5253623188405797,0.4692028985507246,0.6503623188405797,0.6666666666666667,0.5217391304347826
-0.087,0.5633585381222431,0.03367576984570526,0.5271739130434783,0.4692028985507246,0.6431159420289855,0.661231884057971,0.5160680529300566
-0.0868,0.5612003780718336,0.034450682957469815,0.5253623188405797,0.4601449275362318,0.644927536231884,0.657608695652174,0.5179584120982986
-0.0866,0.5597826086956522,0.033506168178831584,0.5289855072463768,0.4565217391304347,0.6358695652173914,0.6557971014492754,0.5217391304347826
-0.0864,0.5609010712035287,0.0326846887323902,0.5289855072463768,0.4601449275362319,0.6358695652173914,0.6539855072463768,0.5255198487712665
-0.0862,0.557608695652174,0.03169161289808922,0.5307971014492754,0.4583333333333333,0.6304347826086956,0.6467391304347826,0.5217391304347826
-0.086,0.5562224322621299,0.03046239000905326,0.5235507246376812,0.4601449275362319,0.628623188405797,0.6394927536231884,0.5293005671077505
-0.0858,0.5580497794580971,0.02974881732837645,0.5271739130434783,0.46376811594202894,0.6322463768115942,0.6358695652173914,0.5311909262759924
-0.0856,0.5573408947700063,0.02821474959853201,0.5307971014492753,0.46557971014492755,0.6249999999999999,0.6322463768115942,0.5330812854442344
-0.0854,0.5588216761184625,0.027375270159939423,0.5326086956521738,0.46920289855072467,0.6231884057971014,0.6322463768115942,0.5368620037807182
-0.0852,0.557750472589792,0.027100069525641708,0.5289855072463767,0.46920289855072467,0.6213768115942029,0.6304347826086956,0.5387523629489602
-0.085,0.5566792690611215,0.02546292475882038,0.5289855072463768,0.4728260869565218,0.6177536231884058,0.6231884057971014,0.5406427221172022
-0.0848,0.557403906742281,0.024226652955637626,0.5344202898550725,0.47644927536231885,0.6141304347826086,0.6213768115942029,0.5406427221172022
-0.0846,0.5551827347195968,0.023172364729153388,0.5362318840579711,0.4782608695652174,0.6141304347826088,0.6123188405797101,0.5349716446124764
-0.0844,0.554473850031506,0.02385571813716868,0.5362318840579711,0.47282608695652173,0.6105072463768115,0.6159420289855072,0.5368620037807184
-0.0842,0.5530403276622559,0.024067641194205847,0.5307971014492754,0.47101449275362317,0.6086956521739131,0.6159420289855072,0.5387523629489603
-0.084,0.5526780088216762,0.022074293205314368,0.5380434782608696,0.47463768115942034,0.605072463768116,0.6068840579710144,0.5387523629489603
-0.0838,0.5516225582860744,0.022057504926897495,0.5416666666666666,0.46920289855072467,0.6068840579710144,0.5978260869565217,0.5425330812854442
-0.0836,0.5490863264020164,0.022223932701150865,0.5416666666666666,0.46376811594202894,0.6032608695652173,0.5942028985507246,0.5425330812854442
-0.0834,0.5480151228733459,0.020402487011610595,0.5362318840579711,0.47101449275362317,0.5996376811594203,0.5887681159420289,0.5444234404536862
-0.0832,0.5428954001260239,0.020665796780358667,0.5380434782608696,0.4619565217391304,0.5923913043478262,0.5833333333333333,0.5387523629489603
-0.083,0.5428796471329551,0.020214639437162257,0.5398550724637681,0.463768115942029,0.5905797101449276,0.5833333333333333,0.5368620037807184
-0.0828,0.54174543163201,0.020307410597224126,0.5398550724637682,0.46376811594202894,0.5905797101449276,0.5833333333333334,0.5311909262759924
-0.0826,0.5399180844360428,0.019199265584957534,0.5362318840579711,0.46739130434782605,0.5887681159420289,0.5778985507246377,0.5293005671077504
-0.0824,0.5391619407687461,0.017675383315031528,0.5362318840579711,0.47463768115942023,0.588768115942029,0.5706521739130435,0.5255198487712666
-0.0822,0.5395242596093258,0.017547043945785403,0.5380434782608695,0.4746376811594203,0.5851449275362318,0.5742753623188406,0.5255198487712666
-0.082,0.5376969124133585,0.017809448061976377,0.5344202898550725,0.47282608695652173,0.5869565217391305,0.5706521739130435,0.5236294896030246
-0.0818,0.5384530560806554,0.01753112655981998,0.532608695652174,0.4746376811594203,0.588768115942029,0.568840579710145,0.5274102079395084
-0.0816,0.5395715185885318,0.017506978124825563,0.532608695652174,0.47463768115942023,0.5869565217391305,0.572463768115942,0.5311909262759924
-0.0814,0.5399023314429742,0.01775061910264797,0.5362318840579711,0.4746376811594203,0.588768115942029,0.572463768115942,0.5274102079395084
-0.0812,0.5377284183994958,0.018149608453281407,0.532608695652174,0.47101449275362317,0.5905797101449276,0.5670289855072463,0.5274102079395084
-0.081,0.5399023314429742,0.01693307683215492,0.5380434782608696,0.47826086956521735,0.5905797101449276,0.5652173913043478,0.5274102079395084
-0.0808,0.5409735349716447,0.016853514689373468,0.5434782608695652,0.48007246376811596,0.592391304347826,0.5634057971014492,0.5255198487712666
-0.0806,0.5420762444864524,0.01659038339749541,0.5398550724637681,0.483695652173913,0.5942028985507246,0.5652173913043479,0.5274102079395084
-0.0804,0.5438878386893509,0.016058589080714225,0.5416666666666666,0.48913043478260865,0.5960144927536232,0.5652173913043478,0.5274102079395084
-0.0802,0.5464083175803403,0.01782074216535065,0.552536231884058,0.483695652173913,0.6014492753623188,0.5688405797101449,0.5255198487712666
-0.08,0.5475267800882169,0.017083924523368245,0.548913043478261,0.48731884057971014,0.5996376811594204,0.572463768115942,0.5293005671077504
-0.0798,0.5485664776307498,0.01700816454657437,0.552536231884058,0.4927536231884057,0.6032608695652174,0.5706521739130435,0.5236294896030246
-0.0796,0.5492911153119093,0.017637027401749987,0.552536231884058,0.49275362318840576,0.6086956521739131,0.568840579710145,0.5236294896030247
-0.0794,0.5548046628859483,0.016542103935217614,0.5561594202898551,0.5018115942028986,0.6123188405797102,0.5706521739130435,0.5330812854442344
-0.0792,0.5551512287334595,0.016192903019543202,0.5561594202898551,0.5054347826086957,0.6123188405797102,0.5706521739130435,0.5311909262759924
-0.079,0.5573093887838689,0.015532444775053608,0.5561594202898551,0.5126811594202898,0.6105072463768115,0.5778985507246377,0.5293005671077505
-0.0788,0.5591524889729049,0.01612883409964741,0.552536231884058,0.5144927536231885,0.6177536231884059,0.5778985507246377,0.5330812854442344
-0.0786,0.5613264020163833,0.017058296406042693,0.5543478260869565,0.5144927536231885,0.6231884057971014,0.5815217391304348,0.5330812854442344
-0.0784,0.5609483301827347,0.01715578912767448,0.5507246376811594,0.5163043478260869,0.6231884057971014,0.5833333333333334,0.5311909262759924
-0.0782,0.5605545053560176,0.017528196186291038,0.5507246376811594,0.5163043478260869,0.6231884057971014,0.5851449275362318,0.5274102079395084
-0.078,0.56208254568368,0.01693629772792208,0.548913043478261,0.5163043478260869,0.6231884057971014,0.5851449275362319,0.5368620037807184
-0.0778,0.5664776307498425,0.017118843597686367,0.5543478260869565,0.519927536231884,0.6304347826086956,0.5851449275362319,0.5425330812854442
-0.0776,0.5697227473219911,0.017319789401455343,0.5597826086956521,0.5235507246376812,0.6322463768115942,0.592391304347826,0.5406427221172023
-0.0774,0.571912413358538,0.017755489128125867,0.5615942028985508,0.5253623188405797,0.6376811594202898,0.592391304347826,0.5425330812854442
-0.0772,0.5744801512287335,0.0186168736123107,0.5670289855072463,0.5235507246376812,0.644927536231884,0.5905797101449276,0.5463137996219282
-0.077,0.5751417769376181,0.019756702784372936,0.5706521739130435,0.5235507246376812,0.648550724637681,0.5942028985507247,0.5387523629489603
-0.0768,0.576591052299937,0.019971398338420772,0.5724637681159421,0.5235507246376812,0.6485507246376812,0.5996376811594203,0.5387523629489603
-0.0766,0.5769691241335855,0.020571326938366958,0.5724637681159421,0.519927536231884,0.6503623188405797,0.6014492753623188,0.5406427221172023
-0.0764,0.579174543163201,0.02085448074597643,0.5851449275362318,0.5163043478260869,0.6521739130434783,0.5978260869565217,0.5444234404536863
-0.0762,0.5798991808443604,0.021130825564462885,0.5869565217391304,0.5163043478260869,0.6539855072463768,0.5978260869565217,0.5444234404536862
-0.076,0.5809703843730308,0.021807627947206174,0.5923913043478262,0.5163043478260869,0.657608695652174,0.5960144927536232,0.5425330812854443
-0.0758,0.5853497164461248,0.02228006351477482,0.5960144927536232,0.5217391304347827,0.6666666666666667,0.5960144927536232,0.5463137996219282
-0.0756,0.5868147448015123,0.023432135307425144,0.5978260869565217,0.5181159420289855,0.6721014492753623,0.5978260869565217,0.54820415879017
-0.0754,0.587523629489603,0.023672565232265925,0.6014492753623188,0.5181159420289855,0.6721014492753623,0.5996376811594203,0.5463137996219282
-0.0752,0.5912255828607436,0.024870153740460723,0.6014492753623188,0.5163043478260869,0.6829710144927537,0.5996376811594203,0.555765595463138
-0.075,0.592690611216131,0.02435769742921329,0.6032608695652175,0.519927536231884,0.6829710144927537,0.5996376811594203,0.55765595463138
-0.0748,0.5934310018903591,0.024797186640905643,0.605072463768116,0.519927536231884,0.6865942028985508,0.5960144927536233,0.5595463137996219
-0.0746,0.5945179584120983,0.02484942658400907,0.6032608695652173,0.5217391304347826,0.6884057971014492,0.5996376811594204,0.5595463137996219
-0.0744,0.5955891619407687,0.026026648736347892,0.6032608695652173,0.519927536231884,0.693840579710145,0.6032608695652174,0.55765595463138
-0.0742,0.5966761184625078,0.026098698230266417,0.6050724637681159,0.5199275362318841,0.693840579710145,0.6068840579710144,0.55765595463138
-0.074,0.5981096408317581,0.02708663462916068,0.605072463768116,0.519927536231884,0.6992753623188406,0.6105072463768116,0.555765595463138
-0.0738,0.5977315689981098,0.027939871952874572,0.6032608695652174,0.5181159420289855,0.7028985507246377,0.6105072463768116,0.553875236294896
-0.0736,0.5973219911783239,0.029367716484573182,0.6014492753623188,0.5181159420289855,0.7101449275362319,0.6086956521739131,0.5482041587901701
-0.0734,0.5967076244486453,0.029320035066222223,0.5978260869565217,0.5090579710144927,0.7083333333333333,0.6068840579710145,0.5614366729678639
-0.0732,0.5996376811594202,0.030300774676891414,0.5978260869565217,0.5090579710144927,0.7155797101449275,0.6105072463768115,0.5652173913043478
-0.073,0.600346565847511,0.02940586367529752,0.5923913043478262,0.5181159420289855,0.7155797101449275,0.6123188405797102,0.5633270321361058
-0.0728,0.6010396975425331,0.02910473990403374,0.5905797101449276,0.5235507246376812,0.7155797101449275,0.6159420289855072,0.5595463137996219
-0.0726,0.5999369880277253,0.028837697769977994,0.592391304347826,0.5235507246376812,0.713768115942029,0.6123188405797102,0.55765595463138
-0.0724,0.6002835538752362,0.030278772205390943,0.5905797101449275,0.519927536231884,0.7192028985507246,0.6159420289855073,0.555765595463138
-0.0722,0.6024574669187145,0.030175674645526885,0.5942028985507246,0.5235507246376812,0.7210144927536233,0.6177536231884058,0.5557655954631381
