time,mean_auc,sem_auc,sub-101,sub-102,sub-104,sub-105,sub-106,sub-107
-0.1,0.5224675925925926,0.030211939558173233,0.5718749999999999,0.4694444444444444,0.4135416666666667,0.5982638888888889,0.4725694444444445,0.6091111111111112
-0.0998,0.5231458333333333,0.030212746901575306,0.5743055555555555,0.47013888888888894,0.4138888888888889,0.5986111111111111,0.4732638888888888,0.6086666666666666
-0.0996,0.5230648148148147,0.029953941922364506,0.5760416666666666,0.4687499999999999,0.415625,0.5979166666666667,0.4736111111111111,0.6064444444444445
-0.0994,0.523212962962963,0.030141573681882434,0.5777777777777777,0.4666666666666666,0.41597222222222224,0.5975694444444445,0.4739583333333333,0.6073333333333334
-0.0992,0.5223240740740741,0.03020342511329688,0.5784722222222223,0.46388888888888885,0.415625,0.5947916666666668,0.4736111111111111,0.6075555555555556
-0.099,0.5219930555555555,0.030473745127984238,0.5802083333333334,0.46215277777777786,0.41527777777777775,0.5940972222222222,0.4722222222222222,0.608
-0.0988,0.5219189814814816,0.030611642795626993,0.5822916666666667,0.4614583333333333,0.4145833333333334,0.5934027777777777,0.4722222222222222,0.6075555555555556
-0.0986,0.5223564814814815,0.030583925463725077,0.5836805555555555,0.46215277777777775,0.4145833333333334,0.592013888888889,0.47326388888888893,0.6084444444444446
-0.0984,0.5230300925925927,0.03093276053065626,0.5847222222222223,0.45902777777777776,0.415625,0.5958333333333334,0.47430555555555554,0.6086666666666667
-0.0982,0.5232824074074075,0.03088211989283148,0.5864583333333334,0.4604166666666667,0.41423611111111114,0.5940972222222223,0.4760416666666667,0.6084444444444445
-0.098,0.5225185185185185,0.0308543761379692,0.5854166666666667,0.45833333333333337,0.4138888888888889,0.59375,0.4763888888888889,0.6073333333333334
-0.0978,0.5225462962962962,0.031098577182438133,0.5861111111111111,0.453125,0.41701388888888885,0.5944444444444443,0.47569444444444453,0.6088888888888888
-0.0976,0.5227199074074074,0.03135884429729756,0.5881944444444445,0.4520833333333333,0.4177083333333333,0.595486111111111,0.47395833333333337,0.6088888888888888
-0.0974,0.5227893518518517,0.03146098791988815,0.5885416666666667,0.4493055555555555,0.41909722222222223,0.5951388888888889,0.47465277777777776,0.61
-0.0972,0.5226990740740741,0.03159938122909212,0.5888888888888889,0.44756944444444446,0.4184027777777778,0.5961805555555555,0.4760416666666667,0.6091111111111112
-0.097,0.5228263888888889,0.031736961004842176,0.5916666666666666,0.44652777777777775,0.42013888888888895,0.5944444444444444,0.47395833333333337,0.6102222222222222
-0.0968,0.5225833333333334,0.03156358269000971,0.5902777777777777,0.4461805555555555,0.4218750000000001,0.595486111111111,0.4725694444444444,0.6091111111111112
-0.0966,0.5223125000000001,0.031493390950954735,0.5923611111111111,0.4444444444444445,0.4229166666666666,0.5951388888888889,0.4725694444444445,0.6064444444444445
-0.0964,0.5217337962962962,0.03174961139642525,0.592013888888889,0.4413194444444445,0.42326388888888894,0.5958333333333333,0.47152777777777777,0.6064444444444443
-0.0962,0.5213217592592593,0.03140353664712741,0.5916666666666667,0.440625,0.4260416666666667,0.5947916666666667,0.47013888888888894,0.6046666666666667
-0.096,0.5207523148148149,0.030933996475608527,0.5892361111111111,0.4381944444444444,0.4291666666666667,0.5934027777777777,0.4711805555555556,0.6033333333333334
-0.0958,0.5202361111111111,0.0310502075208601,0.590625,0.43576388888888895,0.4295138888888889,0.592013888888889,0.4708333333333333,0.6026666666666667
-0.0956,0.5197361111111111,0.031331869780743635,0.5913194444444445,0.43194444444444446,0.43125,0.5923611111111111,0.46909722222222217,0.6024444444444443
-0.0954,0.5190671296296296,0.03164206142447538,0.5927083333333334,0.4288194444444445,0.43194444444444446,0.5923611111111111,0.46701388888888895,0.6015555555555556
-0.0952,0.5186712962962963,0.031467735402186496,0.5927083333333333,0.42743055555555554,0.4326388888888889,0.5909722222222223,0.4680555555555556,0.6002222222222222
-0.095,0.5186226851851853,0.031217770660264266,0.5947916666666667,0.4267361111111111,0.43611111111111117,0.5885416666666667,0.4666666666666666,0.5988888888888888
-0.0948,0.5178217592592593,0.030886569895968656,0.5916666666666667,0.4253472222222223,0.43819444444444444,0.5881944444444444,0.46597222222222223,0.5975555555555556
-0.0946,0.5168958333333333,0.030672210634519536,0.5868055555555556,0.4222222222222222,0.44027777777777777,0.5881944444444445,0.46631944444444445,0.5975555555555555
-0.0944,0.516787037037037,0.030776013876413093,0.585763888888889,0.4197916666666667,0.4444444444444445,0.5878472222222222,0.46354166666666663,0.5993333333333334
